tag,kind,context_id,context_len,target_id,n_keypoints,target_len,mbits,rate
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_58_1,58,2431,82.97933044037904,0.1312964089246504
1000,recall,3,998,summary_gpt4o_58_1,58,2431,123.89556648232268,0.12414385419070409
1000,brief,brief_3,618,summary_gpt4o_58_1,58,2431,89.91468904345584,0.14549302434216155
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_59_1,59,2094,207.2750479829906,0.21258979280306728
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_59_1,59,2094,87.45452398349744,0.13837741136629342
1000,recall,3,998,summary_gpt4o_59_1,59,2094,83.31371591075003,0.08348067726528059
1000,brief,brief_3,618,summary_gpt4o_59_1,59,2094,91.64003206348616,0.14828484152667665
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_60_1,60,2457,196.4165704357281,0.2014528927545929
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_60_1,60,2457,72.65070483144564,0.1149536468851988
1000,recall,3,998,summary_gpt4o_60_1,60,2457,109.4826918977401,0.10970209608991993
1000,brief,brief_3,618,summary_gpt4o_60_1,60,2457,91.97686652704328,0.14882988111172052
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_61_1,61,2542,196.6902551281862,0.2017335950032679
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_61_1,61,2542,82.42627515086679,0.1304213214412449
1000,recall,3,998,summary_gpt4o_61_1,61,2542,123.55118498669708,0.12379878255180068
1000,brief,brief_3,618,summary_gpt4o_61_1,61,2542,95.96501861550678,0.15528320164321485
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_62_1,62,1947,194.817386226968,0.1998127038225313
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_62_1,62,1947,91.67258925599208,0.1450515652784685
1000,recall,3,998,summary_gpt4o_62_1,62,1947,87.73622303540083,0.08791204712966015
1000,brief,brief_3,618,summary_gpt4o_62_1,62,1947,88.12570895169267,0.14259823454966453
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_63_1,63,2403,185.54763456728577,0.1903052662228572
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_63_1,63,2403,74.19463239182164,0.11739657024022412
1000,recall,3,998,summary_gpt4o_63_1,63,2403,132.2355013910642,0.1325005023958559
1000,brief,brief_3,618,summary_gpt4o_63_1,63,2403,106.76971610594636,0.1727665309157708
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_64_1,64,2483,220.10384816843975,0.22574753658301513
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_64_1,64,2483,87.43203236161298,0.13834182335698256
1000,recall,3,998,summary_gpt4o_64_1,64,2483,108.4723225389589,0.1086897019428446
1000,brief,brief_3,618,summary_gpt4o_64_1,64,2483,91.04172361835252,0.14731670488406556
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_65_1,65,2026,187.9795083924671,0.19279949578714575
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_65_1,65,2026,74.06150394351516,0.11718592396125817
1000,recall,3,998,summary_gpt4o_65_1,65,2026,100.7014564594848,0.10090326298545571
1000,brief,brief_3,618,summary_gpt4o_65_1,65,2026,94.03217679173451,0.15215562587659306
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_66_1,66,1977,191.3518390929507,0.19625829650559048
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_66_1,66,1977,78.61594517505,0.12439231831495254
1000,recall,3,998,summary_gpt4o_66_1,66,1977,89.4386592419205,0.08961789503198447
1000,brief,brief_3,618,summary_gpt4o_66_1,66,1977,69.8057173242853,0.11295423515256521
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_67_1,67,2589,204.75832450488156,0.21000853795372468
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_67_1,67,2589,51.63391871254885,0.08169923846922286
1000,recall,3,998,summary_gpt4o_67_1,67,2589,102.1711896255365,0.1023759415085536
1000,brief,brief_3,618,summary_gpt4o_67_1,67,2589,74.12577677342665,0.11994462261072274
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_68_1,68,1927,184.6958921924428,0.18943168429994134
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_68_1,68,1927,73.91903335825577,0.11696049582002496
1000,recall,3,998,summary_gpt4o_68_1,68,1927,99.51349303008465,0.09971291886782029
